artist_id,date,week_index,career_month,streams,followers,playlist_adds,editorial_adds
A01,2023-05-22,116,26.678,927340,1407316,2636,785
A01,2023-05-29,117,26.908,913577,1423701,2619,568
A01,2023-06-05,118,27.138,842379,1439412,2692,624
A01,2023-06-12,119,27.368,947682,1457498,2969,542
A01,2023-06-19,120,27.598,944258,1470526,1733,522
A01,2023-06-26,121,27.828,877789,1496393,5166,378
A01,2023-07-03,122,28.058,1216939,1574379,17150,2897
A01,2023-07-10,123,28.288,1255411,1626603,10666,2406
A01,2023-07-17,124,28.518,1309724,1679419,10695,1872
A01,2023-07-24,125,28.748,1129931,1716072,7275,1412
A01,2023-07-31,126,28.978,1066990,1749908,6806,1507
A01,2023-08-07,127,29.208,1076412,1777839,5334,1182
A01,2023-08-14,128,29.438,1054493,1802650,4651,738
A01,2023-08-21,129,29.668,1040560,1828188,4902,735
A01,2023-08-28,130,29.898,902765,1847715,3859,853
A01,2023-09-04,131,30.128,803863,1862481,3001,564
A01,2023-09-11,132,30.358,937355,1881715,3711,622
A01,2023-09-18,133,30.588,828388,1893519,2217,584
A01,2023-09-25,134,30.818,911150,1910932,3370,476
A01,2023-10-02,135,31.048,950168,1926034,2686,637
A01,2023-10-09,136,31.278,967325,1937637,1773,392
A01,2023-10-16,137,31.508,935763,1948930,1806,465
A01,2023-10-23,138,31.738,922415,1959099,1579,375
A01,2023-10-30,139,31.968,913482,1969569,1692,390
A01,2023-11-06,140,32.198,1000893,1984637,2576,341
A01,2023-11-13,141,32.428,1034360,1995327,1391,327
A01,2023-11-20,142,32.658,992670,2004149,1067,349
A01,2023-11-27,143,32.888,997822,2018018,2321,356
A01,2023-12-04,144,33.118,1102249,2044142,5069,902
A01,2023-12-11,145,33.348,1095545,2065262,3865,840
A01,2023-12-18,146,33.578,1042750,2083108,3234,739
A01,2023-12-25,147,33.808,1089270,2099331,2699,783
A01,2024-01-01,148,34.038,1040103,2120065,3999,472
A01,2024-01-08,149,34.268,1248107,2137580,2558,645
A01,2024-01-15,150,34.497,1053699,2150376,2010,434
A01,2024-01-22,151,34.727,1167146,2167967,2863,654
A01,2024-01-29,152,34.957,1095404,2181333,2051,505
A01,2024-02-05,153,35.187,1017229,2191461,1501,386
A01,2024-02-12,154,35.417,1079093,2203352,1757,431
A01,2024-02-19,155,35.647,965968,2211625,1221,372
A01,2024-02-26,156,35.877,1026947,2225241,2373,449
A01,2024-03-04,157,36.107,1054819,2235555,1473,306
A01,2024-03-11,158,36.337,977308,2243330,1093,289
A01,2024-03-18,159,36.567,956001,2251207,1194,259
A01,2024-03-25,160,36.797,888668,2257968,1135,300
A01,2024-04-01,161,37.027,956041,2274989,3495,293
A01,2024-04-08,162,37.257,1130150,2300693,5133,1022
A01,2024-04-15,163,37.487,1033952,2320276,3932,775
A01,2024-04-22,164,37.717,1132410,2344233,4734,864
A01,2024-04-29,165,37.947,1145517,2358547,2306,868
A01,2024-05-06,166,38.177,1025151,2373525,2866,672
A01,2024-05-13,167,38.407,992553,2385432,2216,598
A01,2024-05-20,168,38.637,864718,2393143,1583,430
A01,2024-05-27,169,38.867,906874,2402834,1953,463
A01,2024-06-03,170,39.097,879092,2411887,1890,458
A01,2024-06-10,171,39.327,913646,2422038,2065,333
A01,2024-06-17,172,39.557,908951,2438643,3703,301
A01,2024-06-24,173,39.787,1096858,2468240,6375,1402
A01,2024-07-01,174,40.017,1049368,2495713,6023,1190
A01,2024-07-08,175,40.247,1011579,2522101,5899,1128
A01,2024-07-15,176,40.477,963776,2541846,4415,998
A01,2024-07-22,177,40.707,904890,2558826,3930,744
A01,2024-07-29,178,40.937,913605,2575218,3772,745
A01,2024-08-05,179,41.167,808174,2592559,4359,547
A01,2024-08-12,180,41.397,994110,2612788,4511,490
A01,2024-08-19,181,41.627,875609,2623139,2436,721
A01,2024-08-26,182,41.857,925013,2635318,2747,526
A01,2024-09-02,183,42.087,927844,2642541,1511,514
A01,2024-09-09,184,42.317,904498,2650523,1782,298
A01,2024-09-16,185,42.547,897022,2657013,1441,442
A01,2024-09-23,186,42.777,868258,2675621,4568,369
A01,2024-09-30,187,43.007,1213021,2724107,10967,1177
A01,2024-10-07,188,43.237,1183837,2747290,4782,989
A01,2024-10-14,189,43.467,1059936,2764089,3600,722
A01,2024-10-21,190,43.697,1117555,2780797,3412,727
A01,2024-10-28,191,43.927,1009194,2795948,3382,485
A01,2024-11-04,192,44.157,1134321,2812497,3352,599
A01,2024-11-11,193,44.387,1003664,2823663,2435,581
A01,2024-11-18,194,44.617,1006639,2836676,2899,369
A01,2024-11-25,195,44.847,1050796,2847831,2308,477
A01,2024-12-02,196,45.077,1080940,2856176,1521,448
A01,2024-12-09,197,45.307,1038856,2864872,1750,365
A01,2024-12-16,198,45.537,1004258,2870720,1156,425
A01,2024-12-23,199,45.767,917196,2876330,1377,272
A01,2024-12-30,200,45.997,936269,2890201,3388,429
A01,2025-01-06,201,46.227,1090293,2906426,3504,368
A01,2025-01-13,202,46.457,1129707,2934686,6405,316
A01,2025-01-20,203,46.687,1600054,3020157,19250,2519
A01,2025-01-27,204,46.917,1380736,3063600,9521,2732
A01,2025-02-03,205,47.147,1322942,3099953,7975,2115
A01,2025-02-10,206,47.377,1363371,3140274,8875,1488
A01,2025-02-17,207,47.607,1374271,3165572,5126,1308
A01,2025-02-24,208,47.837,1144072,3191128,5942,1137
A01,2025-03-03,209,48.066,1212486,3212240,4641,867
A01,2025-03-10,210,48.296,1071093,3229837,4230,970
A01,2025-03-17,211,48.526,1112067,3245296,3583,813
A01,2025-03-24,212,48.756,1138135,3259765,3269,719
A01,2025-03-31,213,48.986,1061670,3272971,3209,756
A01,2025-04-07,214,49.216,1084587,3283905,2582,513
A01,2025-04-14,215,49.446,952143,3290380,1896,516
A01,2025-04-21,216,49.676,873233,3297536,2322,469
A01,2025-04-28,217,49.906,982403,3309213,3115,505
A01,2025-05-05,218,50.136,950168,3315397,1855,516
A01,2025-05-12,219,50.366,917969,3319355,1407,333
A01,2025-05-19,220,50.596,931674,3326779,2234,306
A01,2025-05-26,221,50.826,956345,3331040,1373,419
A01,2025-06-02,222,51.056,916530,3334349,1264,228
A01,2025-06-09,223,51.286,876990,3337000,1228,304
A01,2025-06-16,224,51.516,865789,3339240,1163,238
A01,2025-06-23,225,51.746,770101,3341448,1460,251
A01,2025-06-30,226,51.976,931963,3354176,3581,312
A01,2025-07-07,227,52.206,987817,3369657,4105,1030
A01,2025-07-14,228,52.436,910196,3380719,3261,884
A01,2025-07-21,229,52.666,849804,3392580,3663,622
A01,2025-07-28,230,52.896,929994,3408068,4328,585
A01,2025-08-04,231,53.126,995834,3422369,3839,697
A01,2025-08-11,232,53.356,998950,3430509,2303,575
A01,2025-08-18,233,53.586,918677,3434899,1627,271
A01,2025-08-25,234,53.816,944749,3439577,1621,405
A01,2025-09-01,235,54.046,902049,3445282,2018,434
A01,2025-09-08,236,54.276,1025645,3452639,2046,351
A01,2025-09-15,237,54.506,952464,3456337,1370,373
A01,2025-09-22,238,54.736,925307,3458856,1164,286
A01,2025-09-29,239,54.966,961540,3466789,2406,263
A01,2025-10-06,240,55.196,1004313,3469400,948,282
A01,2025-10-13,241,55.426,857109,3472099,1438,225
A01,2025-10-20,242,55.656,990095,3500999,7571,305
A01,2025-10-27,243,55.886,1279306,3536008,8214,1491
A01,2025-11-03,244,56.116,1054059,3559786,6152,1358
A01,2025-11-10,245,56.346,1185035,3581609,5274,1130
A01,2025-11-17,246,56.576,1116647,3597648,4066,1078
A01,2025-11-24,247,56.806,1105497,3615303,4521,911
A01,2025-12-01,248,57.036,1138655,3629650,3607,756
A01,2025-12-08,249,57.266,1000997,3638098,2581,546
A01,2025-12-15,250,57.496,1034462,3652120,3877,486
A01,2025-12-22,251,57.726,1081493,3661543,2593,649
A01,2025-12-29,252,57.956,1029707,3668202,2075,559
A01,2026-01-05,253,58.186,1062137,3676208,2316,387
A01,2026-01-12,254,58.416,1058049,3701159,6573,460
A01,2026-01-19,255,58.646,1550099,3772022,16523,2390
A01,2026-01-26,256,58.876,1502566,3818371,10615,2311
A01,2026-02-02,257,59.106,1299234,3858821,9829,1969
A01,2026-02-09,258,59.336,1425387,3894780,8348,1789
A01,2026-02-16,259,59.566,1223342,3915802,5288,1211
A01,2026-02-23,260,59.796,1186153,3938582,5866,1410
A01,2026-03-02,261,60.026,1291126,3957531,4599,879
A01,2026-03-09,262,60.256,1071805,3974975,4935,1042
A01,2026-03-16,263,60.486,1168093,3995040,5303,977
A01,2026-03-23,264,60.716,1135319,4006587,3297,857
A01,2026-03-30,265,60.946,1028871,4015323,2942,736
A01,2026-04-06,266,61.176,1066351,4022704,2494,625
A01,2026-04-13,267,61.406,970937,4029615,2685,560
A01,2026-04-20,268,61.636,944780,4039002,3393,503
A01,2026-04-27,269,61.865,1095404,4045726,2261,590
A01,2026-05-04,270,62.095,957460,4048275,1660,472
A01,2026-05-11,271,62.325,892462,4048446,1273,420
A01,2026-05-18,272,62.555,834826,4048698,1475,334
A01,2026-05-25,273,62.785,936712,4053882,2387,378
A01,2026-06-01,274,63.015,904765,4055539,1612,335
A01,2026-06-08,275,63.245,987063,4072240,5114,904
A01,2026-06-15,276,63.475,923640,4085827,4553,753
A01,2026-06-22,277,63.705,1058635,4098879,4006,757
A01,2026-06-29,278,63.935,965756,4107149,3117,659
A02,2018-09-03,0,0.0,897792,85606,841,295
A02,2018-09-10,1,0.23,838436,113463,4126,204
A02,2018-09-17,2,0.46,1131606,172807,11003,927
A02,2018-09-24,3,0.69,1144050,208166,5023,1204
A02,2018-10-01,4,0.92,1080381,238270,3967,1075
A02,2018-10-08,5,1.15,1145267,272895,4901,897
A02,2018-10-15,6,1.38,1169784,304206,4022,941
A02,2018-10-22,7,1.61,1072735,329696,2936,648
A02,2018-10-29,8,1.84,1079520,355261,2957,601
A02,2018-11-05,9,2.07,1080064,378836,2483,598
A02,2018-11-12,10,2.3,1025016,402210,2648,536
A02,2018-11-19,11,2.53,1074062,432890,4327,531
A02,2018-11-26,12,2.76,1125869,467886,5256,485
A02,2018-12-03,13,2.99,1294330,518002,8483,1085
A02,2018-12-10,14,3.22,1182795,554910,5620,1312
A02,2018-12-17,15,3.45,1213973,593825,6051,1398
A02,2018-12-24,16,3.68,1283480,629633,5070,1209
A02,2018-12-31,17,3.91,1288560,658546,3365,925
A02,2019-01-07,18,4.14,1189672,687123,3654,801
A02,2019-01-14,19,4.37,1185343,712136,2807,706
A02,2019-01-21,20,4.6,1132390,734058,2244,465
A02,2019-01-28,21,4.83,1087633,757691,2850,543
A02,2019-02-04,22,5.06,1131955,780457,2502,566
A02,2019-02-11,23,5.29,1099676,801362,2172,516
A02,2019-02-18,24,5.52,1155204,822268,2000,590
A02,2019-02-25,25,5.75,1078223,840398,1595,462
A02,2019-03-04,26,5.98,1043965,859733,2034,378
A02,2019-03-11,27,6.21,1137343,881713,2389,307
A02,2019-03-18,28,6.44,1091034,899202,1450,378
A02,2019-03-25,29,6.67,1141187,917042,1380,328
A02,2019-04-01,30,6.899,1091001,961685,8273,335
A02,2019-04-08,31,7.129,1612782,1035272,13734,2228
A02,2019-04-15,32,7.359,1452302,1086355,8742,1870
A02,2019-04-22,33,7.589,1280871,1130737,7715,1671
A02,2019-04-29,34,7.819,1118828,1163295,5369,1346
A02,2019-05-06,35,8.049,1204717,1194237,4698,1445
A02,2019-05-13,36,8.279,1130227,1227847,5656,1337
A02,2019-05-20,37,8.509,1134273,1259308,5138,958
A02,2019-05-27,38,8.739,1176585,1284170,3372,710
A02,2019-06-03,39,8.969,1070863,1306759,3197,756
A02,2019-06-10,40,9.199,960576,1326561,2908,783
A02,2019-06-17,41,9.429,1078732,1345501,2300,498
A02,2019-06-24,42,9.659,939400,1363923,2675,649
A02,2019-07-01,43,9.889,961120,1385955,3521,440
A02,2019-07-08,44,10.119,1021922,1405972,2827,522
A02,2019-07-15,45,10.349,1052848,1421989,1739,338
A02,2019-07-22,46,10.579,1042737,1437301,1614,331
A02,2019-07-29,47,10.809,1015605,1457506,2947,439
A02,2019-08-05,48,11.039,1188371,1500525,8068,1577
A02,2019-08-12,49,11.269,1146903,1535949,6357,1143
A02,2019-08-19,50,11.499,1107928,1561776,4129,967
A02,2019-08-26,51,11.729,1066378,1585582,3795,1045
A02,2019-09-02,52,11.959,1034625,1612006,4584,857
A02,2019-09-09,53,12.189,1186213,1637954,3963,879
A02,2019-09-16,54,12.419,994882,1655638,2590,630
A02,2019-09-23,55,12.649,1112761,1678767,3558,594
A02,2019-09-30,56,12.879,1046048,1695480,2209,468
A02,2019-10-07,57,13.109,1087321,1712799,2234,539
A02,2019-10-14,58,13.339,1026878,1728679,2102,471
A02,2019-10-21,59,13.569,1109344,1757003,4941,426
A02,2019-10-28,60,13.799,1250993,1790369,5736,463
A02,2019-11-04,61,14.029,1632976,1894915,22233,3843
A02,2019-11-11,62,14.259,1631762,1961140,12761,3308
A02,2019-11-18,63,14.489,1622893,2031717,13946,2592
A02,2019-11-25,64,14.719,1527999,2084426,9881,3371
A02,2019-12-02,65,14.949,1441495,2140798,11151,2333
A02,2019-12-09,66,15.179,1436862,2184008,7933,2008
A02,2019-12-16,67,15.409,1448902,2230658,8794,1379
A02,2019-12-23,68,15.639,1497756,2270934,7077,1468
A02,2019-12-30,69,15.869,1529388,2298707,3881,1535
A02,2020-01-06,70,16.099,1386074,2331861,5754,1319
A02,2020-01-13,71,16.329,1446318,2360529,4456,815
A02,2020-01-20,72,16.559,1266355,2384491,3935,889
A02,2020-01-27,73,16.789,1361478,2409450,3877,1083
A02,2020-02-03,74,17.019,1346614,2437591,4749,769
A02,2020-02-10,75,17.249,1503145,2462228,3355,604
A02,2020-02-17,76,17.479,1366800,2480334,2223,468
A02,2020-02-24,77,17.709,1326530,2499553,2659,575
A02,2020-03-02,78,17.939,1410390,2518475,2312,448
A02,2020-03-09,79,18.169,1266316,2533696,1908,435
A02,2020-03-16,80,18.399,1297913,2548241,1644,521
A02,2020-03-23,81,18.629,1236250,2562195,1726,311
A02,2020-03-30,82,18.859,1370487,2578911,1962,387
A02,2020-04-06,83,19.089,1140305,2594507,2502,315
A02,2020-04-13,84,19.319,1447682,2630383,6515,579
A02,2020-04-20,85,19.549,1562465,2665045,5847,1407
A02,2020-04-27,86,19.779,1378558,2695614,5500,1436
A02,2020-05-04,87,20.009,1525700,2736167,7514,1486
A02,2020-05-11,88,20.239,1521507,2763714,4317,1115
A02,2020-05-18,89,20.469,1348897,2785893,3605,859
A02,2020-05-25,90,20.698,1301191,2808101,3801,565
A02,2020-06-01,91,20.928,1323017,2830356,3758,671
A02,2020-06-08,92,21.158,1243577,2850143,3441,811
A02,2020-06-15,93,21.388,1397600,2868473,2559,632
A02,2020-06-22,94,21.618,1248641,2883228,2203,563
A02,2020-06-29,95,21.848,1164405,2896806,2217,572
A02,2020-07-06,96,22.078,1086439,2910552,2545,509
A02,2020-07-13,97,22.308,1204031,2928599,3224,396
A02,2020-07-20,98,22.538,1211270,2941603,1956,377
A02,2020-07-27,99,22.768,1208124,2954520,1958,346
A02,2020-08-03,100,22.998,1278855,2971904,2841,445
A02,2020-08-10,101,23.228,1337753,3002255,5895,444
A02,2020-08-17,102,23.458,1574837,3054564,10588,1787
A02,2020-08-24,103,23.688,1551823,3102254,9566,1920
A02,2020-08-31,104,23.918,1384064,3138737,7397,1327
A02,2020-09-07,105,24.148,1418047,3179968,8502,1397
A02,2020-09-14,106,24.378,1382587,3215861,7332,1525
A02,2020-09-21,107,24.608,1376611,3249447,6812,808
A02,2020-09-28,108,24.838,1525527,3281875,6037,883
A02,2020-10-05,109,25.068,1467395,3306926,4428,825
A02,2020-10-12,110,25.298,1432284,3328403,3682,903
A02,2020-10-19,111,25.528,1499873,3351259,3812,658
A02,2020-10-26,112,25.758,1500274,3370595,2954,770
A02,2020-11-02,113,25.988,1483139,3389781,2995,720
A02,2020-11-09,114,26.218,1397110,3406196,2622,444
A02,2020-11-16,115,26.448,1396871,3453354,10325,612
A02,2020-11-23,116,26.678,2217719,3559211,22184,5134
A02,2020-11-30,117,26.908,2286589,3646969,17525,3573
A02,2020-12-07,118,27.138,2139508,3708618,11599,2841
A02,2020-12-14,119,27.368,2215493,3760172,8871,1927
A02,2020-12-21,120,27.598,1950499,3814350,10503,2469
A02,2020-12-28,121,27.828,1752614,3856465,8232,1970
A02,2021-01-04,122,28.058,1867917,3896229,7284,1871
A02,2021-01-11,123,28.288,1698790,3929326,6247,1564
A02,2021-01-18,124,28.518,1814764,3966591,6917,1004
A02,2021-01-25,125,28.748,1820489,4001284,6292,1154
A02,2021-02-01,126,28.978,1797003,4027584,4310,1064
A02,2021-02-08,127,29.208,1626720,4050084,3980,913
A02,2021-02-15,128,29.438,1754818,4078157,4949,955
A02,2021-02-22,129,29.668,1674151,4097672,3119,581
A02,2021-03-01,130,29.898,1626939,4116071,3024,680
A02,2021-03-08,131,30.128,1390602,4130120,2779,774
A02,2021-03-15,132,30.358,1652806,4153184,4133,651
A02,2021-03-22,133,30.588,1499990,4166750,2314,460
A02,2021-03-29,134,30.818,1669192,4182227,2215,636
A02,2021-04-05,135,31.048,1498552,4194281,1970,478
A02,2021-04-12,136,31.278,1408548,4207686,2634,400
A02,2021-04-19,137,31.508,1605416,4228493,3811,445
A02,2021-04-26,138,31.738,1520225,4239842,1765,415
A02,2021-05-03,139,31.968,1367313,4248365,1603,283
A02,2021-05-10,140,32.198,1523384,4263202,2645,481
A02,2021-05-17,141,32.428,1484541,4273889,1758,423
A02,2021-05-24,142,32.658,1424943,4283768,1775,489
A02,2021-05-31,143,32.888,1328967,4291733,1641,413
A02,2021-06-07,144,33.118,1303064,4306845,3526,380
A02,2021-06-14,145,33.348,1489218,4348518,9532,1337
A02,2021-06-21,146,33.578,1565673,4376152,5797,1249
A02,2021-06-28,147,33.808,1589682,4399539,4680,1364
A02,2021-07-05,148,34.038,1394648,4421111,4929,1156
A02,2021-07-12,149,34.268,1495559,4448862,6144,1134
A02,2021-07-19,150,34.497,1531685,4467942,3878,802
A02,2021-07-26,151,34.727,1504288,4484092,3260,796
A02,2021-08-02,152,34.957,1431805,4497700,2893,596
A02,2021-08-09,153,35.187,1323573,4509120,2737,548
A02,2021-08-16,154,35.417,1451936,4526603,3817,479
A02,2021-08-23,155,35.647,1425997,4536201,1954,424
A02,2021-08-30,156,35.877,1444715,4554609,4100,356
A02,2021-09-06,157,36.107,1563115,4566964,2193,556
A02,2021-09-13,158,36.337,1410163,4580522,3039,498
A02,2021-09-20,159,36.567,1668102,4627389,10481,1207
A02,2021-09-27,160,36.797,1663345,4661127,7262,1082
A02,2021-10-04,161,37.027,1656958,4688551,5739,1234
A02,2021-10-11,162,37.257,1651166,4716852,6006,1073
A02,2021-10-18,163,37.487,1613441,4740420,4982,1032
A02,2021-10-25,164,37.717,1621187,4756206,3034,873
A02,2021-11-01,165,37.947,1487293,4769907,2995,912
A02,2021-11-08,166,38.177,1610857,4785785,3122,684
A02,2021-11-15,167,38.407,1468505,4797919,2699,792
A02,2021-11-22,168,38.637,1503761,4816922,4305,633
A02,2021-11-29,169,38.867,1610559,4838275,4539,683
A02,2021-12-06,170,39.097,1632130,4863249,5390,532
A02,2021-12-13,171,39.327,1925310,4930031,14845,3315
A02,2021-12-20,172,39.557,1899960,4977328,10129,2359
A02,2021-12-27,173,39.787,1897658,5014479,7648,1870
A02,2022-01-03,174,40.017,1813335,5049522,7452,1244
A02,2022-01-10,175,40.247,1779561,5084398,7563,1240
A02,2022-01-17,176,40.477,1881626,5113998,5923,1742
A02,2022-01-24,177,40.707,1654585,5138265,5411,1055
A02,2022-01-31,178,40.937,1882755,5159938,3991,1201
A02,2022-02-07,179,41.167,1606691,5173913,3051,886
A02,2022-02-14,180,41.397,1663057,5198551,5534,874
A02,2022-02-21,181,41.627,1815136,5220335,4315,809
A02,2022-02-28,182,41.857,1758915,5246692,5676,722
A02,2022-03-07,183,42.087,2073746,5288842,8553,1873
A02,2022-03-14,184,42.317,1823980,5316446,5829,1818
A02,2022-03-21,185,42.547,1815847,5347796,6822,1762
A02,2022-03-28,186,42.777,1742294,5375624,6229,805
A02,2022-04-04,187,43.007,1759558,5399470,5201,790
A02,2022-04-11,188,43.237,1582576,5421766,5455,890
A02,2022-04-18,189,43.467,1658434,5440860,4412,821
A02,2022-04-25,190,43.697,1546854,5453843,3293,942
A02,2022-05-02,191,43.927,1489440,5466069,3317,863
A02,2022-05-09,192,44.157,1528482,5476567,2761,697
A02,2022-05-16,193,44.387,1421093,5506216,7933,437
A02,2022-05-23,194,44.617,2093673,5629315,28980,3848
A02,2022-05-30,195,44.847,2163685,5700998,16005,2605
A02,2022-06-06,196,45.077,2029988,5769646,15784,3000
A02,2022-06-13,197,45.307,1861094,5809186,9165,2408
A02,2022-06-20,198,45.537,1784618,5841066,7556,2083
A02,2022-06-27,199,45.767,1607386,5871797,7919,1935
A02,2022-07-04,200,45.997,1666366,5907186,8908,1668
A02,2022-07-11,201,46.227,1477698,5928491,6081,1110
A02,2022-07-18,202,46.457,1464281,5951413,6553,1184
A02,2022-07-25,203,46.687,1427704,5971987,6116,1295
A02,2022-08-01,204,46.917,1547474,5990012,5082,1151
A02,2022-08-08,205,47.147,1432611,6002526,4123,792
A02,2022-08-15,206,47.377,1601540,6016242,3847,991
A02,2022-08-22,207,47.607,1365436,6023440,3054,827
A02,2022-08-29,208,47.837,1509764,6036620,4054,781
